session_id,item_id
392,214638480
393,214706441
393,214706441
394,214589278
394,214589257
394,214718276
394,214587005
394,214591374
394,214819571
394,214586595
397,214819781
397,214585644
397,214585644
397,214650609
397,214684498
397,214553540
397,214553540
397,214572538
397,214553540
397,214553540
397,214842412
397,214844030
397,214843993
397,214844030
397,214843492
397,214843492
397,214843492
397,214691537
397,214691332
398,214551911
398,214564687
399,214821307
399,214821309
399,214821339
401,214638480
401,214638480
401,214551594
401,214551594
402,214840412
402,214826212
402,214753693
402,214827015
402,214587028
402,214826619
402,214743335
402,214844357
402,214821307
402,214821341
402,214612721
402,214842450
403,214826955
403,214716971
404,214746427
404,214640017
404,214600989
404,214743515
404,214600989
406,214537766
407,214600933
407,214600933
407,214835259
407,214835259
409,214718160
409,214684513
411,214838977
411,214696434
412,214537775
412,214556840
412,214687685
413,214572182
413,214821013
413,214587384
414,214539262
414,214820842
416,214835647
416,214835645
417,214687642
417,214748285
418,214829282
418,214821386
418,214708044
419,214691321
421,214555142
421,214555140
422,214829282
422,214819547
422,214819547
422,214587384
422,214819552
422,214819552
423,214684843
423,214743335
423,214819762
423,214819762
423,214819760
424,214748336
424,214826625
426,214826619
426,214821300
426,214826955
427,214839313
427,214839313
428,214509795
428,214539330
429,214826705
429,214826816
429,214826705
429,214821290
429,214705757
431,214820441
431,214594590
433,214546475
433,214546475
434,214840412
436,214577518
436,214601407
437,214748347
438,214748342
438,214584939
438,214748342
438,214748342
438,214748347
438,214748347
438,214748342
439,214821022
439,214718169
439,214821022
439,214718169
439,214821015
441,214820345
441,214820385
441,214710090
441,214708370
442,214596502
442,214596326
442,214596502
442,214596502
443,214826810
443,214839373
444,214738445
444,214738445
446,214826810
446,214691426
447,214821371
447,214821022
447,214821017
447,214832559
448,214581489
448,214602605
448,214680371
448,214581489
448,214680371
451,214839902
451,214820252
451,214644317
452,214684093
452,214684093
452,214684093
452,214684093
453,214835760
453,214839815
453,214587742
454,214835585
456,214716930
456,214716982
456,214717003
457,214837490
457,214837485
458,214717410
458,214717410
459,214708044
459,214648254
459,214832557
459,214648254
459,214832557
459,214648254
459,214648254
461,214821015
461,214819547
462,214832653
462,214832655
462,214832657
462,214832657
462,214717003
462,214717005
462,214716984
462,214717867
463,214820385
463,214819526
464,214838364
464,214838364
466,214718169
466,214821022
467,214840412
467,214706124
468,214826955
468,214820182
468,214820192
468,214820225
468,214709685
468,214829737
469,214826955
469,214826623
469,214664919
469,214826625
469,214826799
469,214826891
469,214676580
469,214691390
469,214537037
469,214819745
471,214826810
471,214826623
471,214684841
471,214827007
472,214545980
472,214545962
473,214839373
473,214684513
474,214552560
474,214552502
476,214744775
476,214769006
476,214842450
477,214821367
477,214584808
477,214718197
478,214821339
478,214551626
479,214820814
479,214746339
479,214539262
481,214821819
481,214827015
481,214760897
481,214601407
481,214577518
481,214746427
481,214826955
482,214551626
482,214551626
483,214820938
483,214556210
486,214832657
486,214717003
486,214554358
486,214717003
486,214717005
486,214717005
486,214717003
486,214832657
486,214717003
486,214717007
486,214717003
486,214716984
486,214717003
486,214582502
486,214672963
486,214582502
486,214587898
487,214645835
487,214509084
487,214645835
488,214512416
488,214587545
489,214551624
489,214586561
491,214554510
491,214821028
491,214832559
491,214832557
492,214718220
492,214821022
492,214826810
492,214821275
492,214821022
493,214826810
493,214820441
493,214829285
493,214820842
494,214820274
494,214820231
494,214584939
496,214839313
496,214827000
496,214826621
496,214826621
496,214826617
496,214826617
496,214821300
496,214821300
496,214826998
496,214826908
496,214826908
496,214821300
496,214827002
496,214753515
496,214826932
496,214826932
496,214662742
496,214698420
496,214574672
496,214554765
496,214690845
496,214716110
496,214819719
496,214819719
496,214717286
496,214819762
496,214819762
496,214819760
496,214819760
496,214826837
496,214826837
496,214826872
496,214826872
496,214826872
496,214826872
496,214826876
496,214826876
496,214837442
496,214821341
496,214753507
496,214748300
496,214548744
496,214548744
496,214537850
496,214717003
496,214691396
496,214670070
496,214832653
496,214716984
496,214832657
496,214840378
496,214668298
496,214639903
496,214629459
496,214629165
496,214629292
496,214629135
496,214629122
496,214629120
496,214629120
496,214629328
496,214629324
496,214544904
496,214544904
496,214676570
496,214676570
496,214676516
496,214696423
496,214696423
496,214668275
496,214639702
496,214676570
496,214676570
496,214629120
496,214629122
496,214629260
496,214629260
496,214629264
496,214629264
496,214629292
496,214629324
496,214629324
496,214638977
496,214638977
496,214819719
496,214835120
496,214629120
496,214744779
496,214744779
496,214744779
496,214820458
496,214820458
496,214744779
496,214826872
496,214826872
497,214820415
497,214820415
498,214586469
498,214696897
498,214712130
499,214576946
499,214576946
501,214716924
501,214717614
502,214833800
502,214833802
503,214826810
503,214826705
503,214835940
504,214587384
504,214832557
506,214827052
506,214543545
508,214532072
508,214826801
508,214826627
508,214826715
508,214826627
508,214684513
508,214826627
508,214684513
508,214712126
509,214835120
509,214839313
511,214509084
511,214539845
511,214509084
511,214509084
511,214639211
511,214645835
511,214538002
511,214538002
512,214819419
512,214580814
513,214587740
513,214587740
513,214587740
513,214587740
513,214536864
513,214664694
513,214821388
513,214612901
513,214536864
514,214826623
514,214826623
514,214826623
514,214826623
516,214717003
516,214717007
516,214676364
516,214676332
516,214676362
517,214573001
517,214573001
518,214691349
518,214691349
518,214691471
518,214691242
519,214712107
519,214711541
521,214557043
521,214648387
521,214648389
522,214744530
522,214744530
523,214821290
523,214821292
524,214748295
524,214748291
526,214826619
526,214826932
526,214826932
527,214641967
527,214718372
528,214579288
528,214668590
528,214826617
528,214677697
528,214680369
528,214821011
528,214534798
528,214716080
528,214832557
528,214746382
528,214745317
528,214745315
528,214651430
528,214586694
528,214832559
528,214572234
528,214572182
529,214834991
529,214827020
531,214748336
531,214819721
531,214748336
531,214717247
531,214819385
532,214840901
532,214842440
532,214835120
533,214821277
533,214821277
534,214839313
534,214839997
534,214839313
534,214840001
534,214839995
537,214820441
537,214737337
538,214601197
538,214840762
539,214582415
539,214582408
539,214582408
539,214582415
539,214582415
541,214819472
541,214839311
541,214839311
541,214534907
541,214584920
541,214583190
541,214826747
542,214821373
542,214821377
542,214821380
543,214556563
543,214821277
543,214556563
544,214827020
544,214827020
544,214821272
544,214821272
544,214827020
544,214821272
544,214821272
544,214827020
544,214827020
546,214821275
546,214826627
546,214826893
546,214826612
547,214819412
547,214716982
548,214682135
548,214683298
548,214683300
548,214826705
548,214587167
549,214714927
549,214523606
549,214714927
549,214517450
549,214714929
549,214518555
549,214639297
549,214639299
549,214516794
551,214684513
551,214716928
551,214832653
551,214716984
552,214567410
552,214567410
553,214819526
553,214819547
554,214829312
554,214774685
554,214837391
554,214828867
554,214700968
554,214700966
554,214678215
554,214652882
557,214535102
557,214819528
557,214819528
558,214706460
558,214821030
558,214706460
558,214701684
558,214701495
559,214540035
559,214517880
561,214708367
561,214820201
561,214829737
561,214709685
561,214536502
562,214535621
562,214821313
563,214711078
563,214711082
564,214708372
564,214708372
564,214596647
564,214843464
564,214843464
564,214694334
564,214694334
564,214629060
564,214840899
564,214842459
564,214840901
564,214646709
564,214840899
564,214708372
564,214840944
564,214691550
564,214691550
564,214694402
564,214711903
564,214694334
564,214694334
564,214572688
564,214572729
564,214753588
564,214753588
564,214596647
564,214583190
564,214596647
564,214837558
564,214716088
564,214820237
564,214820225
564,214820225
566,214547595
566,214539148
566,214678509
566,214644339
567,214826606
567,214826606
567,214837020
567,214837003
567,214837014
567,214714597
567,214596105
568,214532072
568,214826897
569,214561500
569,214561502
571,214826906
571,214819535
572,214839313
572,214839997
572,214839997
572,214839995
573,214826897
573,214826897
573,214833800
573,214833800
573,214833800
573,214833800
574,214672963
574,214672845
574,214672946
574,214821290
574,214672946
576,214672946
576,214821290
576,214672946
576,214510802
576,214510044
576,214672946
576,214510802
576,214672946
577,214684093
577,214708372
577,214708372
577,214708372
577,214684093
578,214821024
578,214664919
579,214800264
579,214706150
581,214582502
581,214836806
581,214840449
582,214821030
582,214821298
582,214630042
583,214821277
583,214839373
583,214839373
584,214826705
584,214826835
584,214711087
584,214638973
584,214819745
584,214716986
584,214716932
586,214584939
586,214584939
587,214644650
587,214650617
587,214664820
587,214644650
587,214650617
588,214821022
588,214821022
589,214821024
589,214819427
589,214668249
589,214819427
589,214668249
589,214668249
589,214668249
589,214718160
589,214718160
589,214821397
591,214827020
591,214706216
592,214716984
592,214832657
592,214716982
592,214716984
594,214791688
594,214819385
594,214748336
594,214744779
596,214509135
596,214832557
596,214718160
597,214743335
597,214748334
597,214753515
598,214532072
598,214532070
599,214744528
599,214744528
599,214717742
601,214710090
601,214710090
603,214684513
603,214839373
603,214684513
604,214841006
606,214839311
606,214843541
606,214843526
607,214819550
607,214718169
607,214821022
607,214821017
607,214821024
607,214819552
607,214572234
607,214819550
608,214837404
608,214837404
608,214837404
609,214677883
609,214827020
609,214821272
611,214826623
611,214826623
613,214533026
613,214533022
614,214601810
614,214536907
614,214601810
614,214601810
614,214601812
614,214613893
614,214508852
614,214826780
614,214826780
614,214601810
616,214684372
616,214613915
616,214684372
616,214684372
616,214684372
617,214833800
617,214843667
617,214838456
619,214829312
619,214829312
619,214613743
621,214821017
621,214820454
621,214684513
621,214840378
621,214829737
621,214820240
621,214709685
621,214820182
621,214761890
621,214669781
621,214832552
621,214716748
622,214705792
622,214839313
623,214839373
623,214839373
624,214637025
624,214636355
626,214827007
626,214826925
626,214827000
626,214716710
626,214716707
626,214716710
626,214563133
626,214563133
626,214827005
626,214827007
626,214834865
626,214827000
626,214827000
626,214826925
626,214827007
626,214826925
626,214706441
626,214821309
626,214821309
626,214821339
626,214821309
626,214821309
627,214840378
627,214557410
628,214612695
628,214612695
628,214672963
628,214717003
629,214827022
629,214827022
631,214835447
631,214835447
632,214820413
632,214826702
632,214839313
632,214821285
632,214821290
632,214826816
632,214585395
633,214700610
633,214644960
634,214684841
634,214684841
637,214537867
637,214738447
637,214579730
637,214509013
637,214596645
637,214509013
637,214596645
638,214579730
639,214579730
639,214509013
641,214579730
642,214579730
642,214579730
643,214579730
644,214579730
646,214579730
647,214579730
648,214579730
649,214826705
649,214821024
652,214585397
652,214839313
652,214843665
652,214585397
653,214821272
653,214821272
653,214821272
653,214821272
653,214821272
653,214827030
653,214820842
653,214820842
653,214709634
653,214833800
653,214833800
654,214842461
654,214691430
654,214840944
654,214826833
654,214691484
654,214840318
657,214551626
658,214687687
659,643078783
661,214832559
661,214819550
661,214819550
661,214821020
661,214587384
662,214821017
662,214758590
663,214821377
663,214821377
666,214820441
666,214839995
667,214551917
667,214551917
668,214551917
668,214551917
668,214551913
668,214551917
668,214551917
668,214551917
668,214551917
668,214551917
668,214551917
668,214551917
668,214551917
668,214551917
671,214819552
672,214509135
672,214509135
673,214717412
673,214717412
673,214701309
673,214701309
673,214718158
673,214572463
673,214748257
673,214748257
674,214711661
674,214711682
676,214820413
676,214536440
677,214832552
677,214743339
677,214832552
678,214652460
678,214652460
678,214564687
678,214564687
678,214557497
678,214557497
679,214821300
679,214551626
681,214820842
681,214821305
682,214826700
682,214826801
683,214826705
683,214826934
684,214835000
684,214532955
684,214532945
686,214587913
686,214586842
686,214587911
687,214840425
687,214600567
689,214820261
689,214820261
689,214820261
691,214829282
691,214819547
693,214839999
693,214829310
694,214743339
694,214569707
696,214651567
696,214651571
697,214603138
697,214827007
697,214601233
697,214714755
697,214690110
698,214820814
698,214820814
699,214683712
699,214683712
699,214701605
699,214701605
699,214682921
701,214819640
701,214819640
702,214587384
702,214561475
703,214579288
703,214826615
704,214717007
704,214717007
706,214602605
706,214712235
707,214820441
707,214820441
709,214708305
709,214839313
709,214839995
709,214839313
709,214586795
711,214839313
711,214839313
711,214717241
711,214717241
711,214717241
712,214826705
712,214826705
712,214826816
712,214826810
712,214532070
713,214718220
713,214819547
713,214718220
716,214664919
716,214664919
717,214821390
717,214819552
717,214712272
718,214718385
718,214601233
718,214819378
718,214819380
719,214642625
719,214642625
719,214643893
719,214746365
719,214829741
721,214717331
721,214826810
721,214839373
721,214546102
721,214829312
721,214821272
722,214535621
722,214820259
723,214718216
723,214712107
724,214820456
724,214699213
724,214706441
726,214711297
726,214589632
726,214589634
726,214589627
726,214589632
726,214826750
727,214716982
727,214717003
727,214717003
729,214832655
729,214832657
729,214716932
731,214644956
731,214532036
732,214685784
732,214840573
732,214532072
732,214685784
732,214840573
732,214532072
732,214685784
732,214840573
732,214532072
733,214639903
733,214629165
734,214694330
734,214694330
736,214826801
736,214826702
738,214837490
738,214837487
738,214837490
738,214838831
738,214821341
738,214586711
738,214640017
739,214833802
739,214587785
741,214835120
741,214821277
743,214826803
743,214532072
743,214820383
744,214826810
744,214839373
744,214600535
744,214839866
744,214600532
744,214596388
744,214596386
746,214841060
746,214841060
747,214545836
747,214545825
748,214585397
748,214553936
749,214580377
749,214580377
751,214685795
751,214577567
751,214640893
751,214640893
751,214587898
752,214827030
752,214827030
752,214711205
753,214826803
753,214820383
754,214687867
754,214586720
754,214539527
756,214587307
757,214826606
757,214554350
757,214828697
757,214828697
757,214828697
757,214828697
758,214828697
758,214828865
758,214587163
758,214701307
758,214644731
758,214687899
758,214644731
758,214696824
758,214696824
758,214644731
759,214828697
761,214820842
761,214706441
762,214839313
762,214839995
762,214839999
762,214840001
762,214839997
762,214839313
763,214532070
763,214820415
763,214820255
764,214601672
764,214601670
766,214684115
766,214833800
766,214833802
766,214587650
766,214535617
766,214535589
767,214838100
767,214691267
767,214833802
767,214833800
767,214836761
768,214537417
768,214672835
769,214545928
769,214545928
771,214838100
771,214838100
772,214821037
772,214704292
773,214717867
773,214717003
774,214821377
774,214821380
774,214820814
774,214838366
776,214821022
776,214821022
777,214829737
777,214829737
778,214585670
778,214585670
778,214585670
778,214585670
779,214561477
779,214821037
779,214711661
779,214567404
779,214567410
781,214821367
781,214832672
781,214821367
781,214821367
782,214840599
782,214839695
783,214685795
783,214709634
784,214839851
784,214839808
784,214844132
784,214838460
786,214826810
786,214716935
786,214716930
787,214826801
787,214826801
788,214533553
788,214819378
788,214819378
788,214839311
788,214839311
788,214839311
789,214552080
789,214552117
791,214821305
791,214821341
792,214744530
792,214601201
792,214538747
793,214574145
793,214574145
794,214561475
794,214567005
794,214558258
794,214581793
794,214581915
796,214677399
796,214677403
796,214639841
796,214668285
796,214544925
797,214826623
797,214826955
798,214826955
798,214826955
798,214826623
798,214826623
798,214826627
798,214826955
799,214826955
799,214826955
799,214826623
799,214826623
799,214826955
799,214826955
799,214826955
799,214819406
799,214711087
801,214702852
801,214699884
802,214533020
802,214821339
802,214821339
803,214539845
803,214744530
803,214744530
803,214744530
803,214744530
803,214744530
803,214744530
803,214744530
803,214744530
803,214744530
803,214744530
804,214744530
804,214744530
806,214748345
806,214748342
806,214748345
806,214553745
806,214553743
807,214591427
807,214821279
807,214829737
808,214821277
808,214821277
809,214748336
809,214748336
811,214716990
811,214716990
812,214676400
812,214546991
812,214551667
812,214579462
812,214552492
813,214587384
813,214551665
813,214551667
813,214546991
813,214603145
813,214514640
813,214514640
813,214579464
813,214552535
813,214579464
814,214826810
814,214833800
814,214826801
816,214712323
816,214552080
816,214552080
816,214552117
816,214552125
817,214587013
817,214832557
817,214717888
817,214832559
818,214821392
818,214820454
818,214820812
818,214708044
819,214718203
819,214821390
821,214695073
821,214695071
821,214695073
821,214695069
821,214717406
821,214695069
821,214717406
821,214695069
822,214839313
822,214839313
822,214839313
823,214523690
823,214692821
823,214508244
823,214508244
823,214508244
823,214526000
823,214526000
823,214507387
824,214839313
824,214839313
824,214582391
828,214826608
828,214826608
828,214826801
828,214826801
829,214819430
829,214819430
829,214819430
829,214819430
829,214717522
829,214609325
829,214609325
829,214826912
829,214684845
831,214718216
831,214748285
831,214718216
831,214718216
831,214748285
831,214718216
831,214826810
832,214717095
832,214717095
833,214826803
833,214821285
833,214826897
833,214826801
834,214532072
834,214532072
834,214532070
836,214832655
836,214832655
836,214716984
836,214717007
837,214645618
837,214574777
839,214702907
839,214718158
839,214701309
842,214532070
842,214684385
842,214552089
